;x.0;x.1;x.2;x.3;x.4;x.5;x.6;x.7;x.8;x.9;x.10;x.11;x.12;x.13;x.14;x.20;x.17;x.18;x.19;x.16;y
1958;a;50,08;12.54;u;g;aa;v;2.29;t;t;3;t;g;156.0;f;?;189,1274951;71,54738479;156000.0;f;good
1959;a;23,25;5.875;u;g;q;v;3.17;t;t;10;f;g;120.0;245;?;86,46113984;31,69441092;120000.0;?;good
1960;b;54,33;6.75;u;g;c;h;2.625;t;t;11;t;g;f;284;?;207,4324456;39,40851858;f;f;good
1961;b;19,67;0.375;u;g;q;v;2.0;t;t;2;t;g;80.0;f;?;76,48492584;1,719608333;80000.0;?;good
1962;b;54,42;0.5;y;p;k;h;3.96;t;f;f;f;g;180.0;314;?;207,1789377;2,335946015;180000.0;f;good
1963;a;45,83;10.5;u;g;q;v;5.0;t;t;7;t;g;f;f;?;174,9330559;58,6517198;f;f;good
1964;a;47;13.0;u;g;i;bb;5.165;t;t;9;t;g;f;f;?;181,3739356;73,90447734;f;f;good
1965;b;32,67;5.5;u;g;q;h;5.5;t;t;12;t;g;408.0;1000;?;125,4369745;30,43434566;408000.0;f;good
1966;a;23;11.75;u;g;x;h;0.5;t;t;2;t;g;300.0;551;?;84,75408414;66,35546474;300000.0;?;good
1967;b;35,17;2.5;u;g;k;v;4.5;t;t;7;f;g;150.0;1270;?;131,0130388;14,27416308;150000.0;f;good
1968;a;49,83;13.585;u;g;k;h;8.5;t;f;f;t;g;f;f;?;187,8914555;77,05855369;f;f;good
1969;b;28;2.0;u;g;k;h;4.165;t;t;2;t;g;181.0;f;?;107,5762054;11,61233555;181000.0;?;good
1970;b;27,75;0.585;y;p;cc;v;0.25;t;t;2;f;g;260.0;500;?;102,4198032;1,014527645;260000.0;f;good
1971;a;41;2.04;y;p;q;h;0.125;t;t;23;t;g;455.0;1236;?;154,6063653;10,40764622;455000.0;?;good
1972;b;32,08;4.0;u;g;m;v;2.5;t;f;f;t;g;360.0;f;?;119,9839017;23,94181777;360000.0;f;good
1973;a;33,08;4.625;u;g;q;h;1.625;t;t;2;f;g;f;f;?;126,5349078;24,22093921;f;f;good
1974;b;23,17;11.125;u;g;x;h;0.46;t;t;t;f;g;100.0;f;?;87,33925329;63,28615025;100000.0;?;good
1975;a;19,17;8.585;u;g;cc;h;0.75;t;t;7;f;g;96.0;f;?;74,69633892;48,26728159;96000.0;f;good
1976;b;27,83;1.54;u;g;w;v;3.75;t;t;5;t;g;100.0;3;?;104,1629178;8,04533773;100000.0;?;good
1977;a;24,75;12.5;u;g;aa;v;1.5;t;t;12;t;g;120.0;567;?;93,04845062;68,96334613;120000.0;f;good
1978;a;30,5;6.5;u;g;c;bb;4.0;t;t;7;t;g;f;3065;?;115,5878875;37,35598082;f;f;good
1979;b;53,92;9.625;u;g;e;v;8.665;t;t;5;f;g;f;f;?;204,4396463;52,6641007;f;?;good
1980;b;31,67;16.165;u;g;d;v;3.0;t;t;9;f;g;250.0;730;?;122,6177786;89,44064027;250000.0;f;good
1981;b;34,17;9.17;u;g;c;v;4.5;t;t;12;t;g;f;221;?;127,5595242;53,25680126;f;f;good
1982;a;41,17;6.5;u;g;q;v;0.5;t;t;3;t;g;145.0;f;?;156,2755601;37,52466376;145000.0;f;good
1983;b;32;1.75;y;p;e;h;0.04;t;f;f;t;g;393.0;f;?;123,4336945;9,021971381;393000.0;f;good
1984;a;41,17;6.5;u;g;q;v;0.5;t;t;3;t;g;145.0;f;?;156,2755601;37,52466376;145000.0;?;good
1985;b;20,5;10.0;y;p;c;v;2.5;t;f;f;f;s;40.0;f;?;74,8348838;56,75879903;40000.0;f;good
1986;a;49,83;13.585;u;g;k;h;8.5;t;f;f;t;g;f;f;?;187,8914555;77,05855369;f;f;good
1987;b;37,42;2.04;u;g;w;v;0.04;t;f;f;t;g;400.0;5800;?;140,3831211;11,61509684;400000.0;f;good
1988;b;34,92;2.5;u;g;w;v;f;t;f;f;t;g;239.0;200;?;131,0946658;14,03609657;239000.0;?;good
1989;b;48,25;25.085;u;g;w;v;1.75;t;t;3;f;g;120.0;14;?;178,4932374;141,3182182;120000.0;f;good
1990;a;41,33;t;u;g;i;bb;2.25;t;f;f;t;g;f;300;?;156,5771077;4,704681605;f;f;good
1991;b;23,92;0.665;u;g;c;v;0.165;c;f;f;f;g;100.0;f;?;88,60060383;2,947588353;100000.0;f;good
1992;b;20,17;8.17;u;g;aa;v;1.96;t;t;14;f;g;60.0;158;?;78,86795447;45,29747193;60000.0;?;good
1993;?;24,5;12.75;u;g;c;bb;4.75;t;t;2;f;g;73.0;444;?;90,31758426;71,2004779;73000.0;?;good
1994;b;20,17;5.625;u;g;w;v;1.71;t;f;f;f;s;120.0;f;?;77,87030244;31,11146096;120000.0;f;good
1995;b;21,33;10.5;u;g;c;v;3.0;t;f;f;t;g;f;f;?;82,08646602;59,23722356;f;f;good
1996;b;26;t;u;g;q;v;1.75;t;f;f;t;g;280.0;f;?;101,5596464;4,997697433;280000.0;f;good
1997;b;33,58;2.75;u;g;m;v;4.25;t;t;6;f;g;204.0;f;?;127,3322028;14,67275289;204000.0;?;good
1998;a;41,33;t;u;g;i;bb;2.25;t;f;f;t;g;f;300;?;156,5771077;4,704681605;f;f;good
1999;b;36,25;5.0;u;g;c;bb;2.5;t;t;6;f;g;f;367;?;140,591985;28,04358278;f;f;good
2000;a;20,75;10.25;u;g;q;v;0.71;t;t;2;t;g;49.0;f;?;76,95618101;59,07503193;49000.0;f;good
2001;b;22,33;11.0;u;g;w;v;2.0;t;t;t;f;g;80.0;278;?;83,02973229;61,92615625;80000.0;f;good
2002;a;58,33;10.0;u;g;q;v;4.0;t;t;14;f;g;f;1602;?;220,4438209;53,40828488;f;f;good
2003;b;60,08;14.5;u;g;ff;ff;18.0;t;t;15;t;g;f;1000;?;229,6233013;79,85251743;f;?;good
2004;b;22,67;10.5;u;g;q;h;1.335;t;f;f;f;g;100.0;f;?;84,5492058;58,87378419;100000.0;f;good
2005;b;23,08;11.5;u;g;i;v;3.5;t;t;9;f;g;56.0;742;?;91,31205144;65,07993743;56000.0;?;good
2006;b;34,17;1.54;u;g;cc;v;1.54;t;t;t;t;g;520.0;50000;?;129,6775797;7,95242916;520000.0;f;good
2007;b;22,58;10.04;u;g;x;v;0.04;t;t;9;f;g;60.0;396;?;84,95009418;57,70398065;60000.0;f;good
2008;a;45,83;10.5;u;g;q;v;5.0;t;t;7;t;g;f;f;?;174,9330559;58,6517198;f;f;good
2009;b;26,17;0.25;u;g;i;bb;f;t;f;f;t;g;f;f;?;100,3012709;1,653224811;f;f;good
2010;b;56;12.5;u;g;k;h;8.0;t;f;f;t;g;24.0;2028;?;209,0427104;70,05543362;24000.0;f;good
2011;b;41,42;5.0;u;g;q;h;5.0;t;t;6;t;g;470.0;f;?;159,6329562;26,81451721;470000.0;?;good
2012;b;28,25;0.875;u;g;m;v;0.96;t;t;3;t;g;396.0;f;?;110,3598596;6,246483734;396000.0;f;good
2013;b;20,17;8.17;u;g;aa;v;1.96;t;t;14;f;g;60.0;158;?;78,86795447;45,29747193;60000.0;f;good
2014;b;29,92;1.835;u;g;c;h;4.335;t;f;f;f;g;260.0;200;?;111,1893577;9,230494089;260000.0;?;good
2015;a;68,67;15.0;u;g;e;z;f;t;t;14;f;g;f;3376;?;259,9408943;81,98861282;f;f;good
2016;b;22,67;10.5;u;g;q;h;1.335;t;f;f;f;g;100.0;f;?;84,5492058;58,87378419;100000.0;f;good
2017;b;29,92;1.835;u;g;c;h;4.335;t;f;f;f;g;260.0;200;?;111,1893577;9,230494089;260000.0;f;good
2018;b;23,08;11.5;u;g;i;v;3.5;t;t;9;f;g;56.0;742;?;91,31205144;65,07993743;56000.0;f;good
2019;a;47,25;0.75;u;g;q;h;2.75;t;t;t;f;g;333.0;892;?;176,9914678;5,452863111;333000.0;f;good
2020;b;43,25;3.0;u;g;q;h;6.0;t;t;11;f;g;80.0;f;?;166,3770294;17,38405174;80000.0;f;good
2021;b;26,17;0.25;u;g;i;bb;f;t;f;f;t;g;f;f;?;100,3012709;1,653224811;f;f;good
2022;a;17,83;11.0;u;g;x;h;t;t;t;11;f;g;f;3000;?;69,40477289;61,38844002;f;?;good
2023;b;29,67;1.415;u;g;w;h;0.75;t;t;t;f;g;240.0;100;?;112,2530577;6,604351225;240000.0;?;good
2024;b;54,58;9.415;u;g;ff;ff;14.415;t;t;11;t;g;30.0;300;?;204,0857849;51,59678265;30000.0;f;good
2025;b;35,17;2.5;u;g;k;v;4.5;t;t;7;f;g;150.0;1270;?;131,0130388;14,27416308;150000.0;f;good
2026;b;35,17;4.5;u;g;x;h;5.75;a;f;f;t;s;711.0;f;?;132,6939936;24,83805932;711000.0;f;good
2027;b;56,58;18.5;u;g;d;bb;15.0;t;t;17;t;g;f;f;?;210,2644222;103,8133197;f;?;good
2028;b;59,67;1.54;u;g;q;v;0.125;t;f;f;t;g;260.0;f;?;227,6280935;8,226413429;260000.0;?;good
2029;a;31,25;3.75;u;g;cc;h;0.625;t;t;9;t;g;181.0;f;?;114,7817501;19,81596346;181000.0;f;good
2030;a;25,08;2.54;y;p;aa;v;0.25;t;f;f;t;g;370.0;f;?;93,39237156;13,42583142;370000.0;f;good
2031;b;48,17;7.625;u;g;w;h;15.5;t;t;12;f;g;f;790;?;179,9460929;43,14893989;f;f;good
2032;a;58,42;21.0;u;g;i;bb;10.0;t;t;13;f;g;f;6700;?;219,8801444;117,0437714;f;f;good
2033;b;48,08;6.04;u;g;k;v;0.04;a;f;f;f;g;f;2690;?;183,7725598;34,30025725;f;f;good
2034;b;42,08;1.04;u;g;w;v;5.0;t;t;6;t;g;500.0;10000;?;157,7203615;5,314717778;500000.0;?;good
2035;b;22,75;11.0;u;g;q;v;2.5;t;t;7;t;g;100.0;809;?;86,89163231;62,03126885;100000.0;f;good
2036;b;42,5;4.915;y;p;w;v;3.165;t;f;f;t;g;52.0;1442;?;167,5178889;27,79226479;52000.0;f;good
2037;b;35,17;4.5;u;g;x;h;5.75;a;f;f;t;s;711.0;f;?;132,6939936;24,83805932;711000.0;?;good
2038;b;55,92;11.5;u;g;ff;ff;5.0;t;t;5;f;g;f;8851;?;211,603228;64,22885615;f;f;good
2039;a;28,42;3.5;u;g;w;v;0.835;t;f;f;f;s;280.0;f;?;107,2820073;19,49047935;280000.0;f;good
2040;b;33,5;1.75;u;g;x;h;4.5;t;t;4;t;g;253.0;857;?;126,9109492;8,580366165;253000.0;f;good
2041;b;22,67;1.585;y;p;w;v;3.085;t;t;6;f;g;80.0;f;?;84,07003105;7,798114974;80000.0;f;good
2042;b;25,67;12.5;u;g;cc;v;1.21;t;t;67;t;g;140.0;258;?;92,35535754;69,68027663;140000.0;?;good
2043;a;22,58;10.75;u;g;q;v;0.415;t;t;5;t;g;f;560;?;87,34685887;59,29976911;f;f;good
2044;b;19,67;0.375;u;g;q;v;2.0;t;t;2;t;g;80.0;f;?;76,48492584;1,719608333;80000.0;f;good
2045;a;30,5;6.5;u;g;c;bb;4.0;t;t;7;t;g;f;3065;?;115,5878875;37,35598082;f;f;good
2046;b;39,58;13.915;u;g;w;v;8.625;t;t;6;t;g;70.0;f;?;150,1695277;79,15622019;70000.0;f;good
2047;b;56,42;28.0;y;p;c;v;28.5;t;t;40;f;g;f;15;?;213,7578394;157,8885115;f;?;good
2048;b;21,83;0.25;u;g;d;h;0.665;t;f;f;t;g;f;f;?;81,53858102;2,979437876;f;f;good
2049;b;32,83;2.5;u;g;cc;h;2.75;t;t;6;f;g;160.0;2072;?;123,8594658;13,02908846;160000.0;f;good
2050;b;41,75;0.96;u;g;x;v;2.5;t;f;f;f;g;510.0;600;?;158,1571829;5,843791547;510000.0;f;good
2051;b;19,67;0.375;u;g;q;v;2.0;t;t;2;t;g;80.0;f;?;76,48492584;1,719608333;80000.0;f;good
2052;b;27,25;1.665;u;g;cc;h;5.085;t;t;9;f;g;399.0;827;?;103,1275726;10,84876038;399000.0;?;good
2053;b;28,92;15.0;u;g;c;h;5.335;t;t;11;f;g;f;2283;?;111,131298;83,40092014;f;?;good
2054;b;43,25;3.0;u;g;q;h;6.0;t;t;11;f;g;80.0;f;?;166,3770294;17,38405174;80000.0;?;good
2055;b;41,33;f;u;g;c;bb;15.0;t;f;f;f;g;f;f;?;156,8120652;1,222436794;f;f;good
2056;b;38,17;10.125;u;g;x;v;2.5;t;t;6;f;g;520.0;196;?;143,8557312;56,83316539;520000.0;f;good
2057;a;18,75;7.5;u;g;q;v;2.71;t;t;5;f;g;?;26726;?;69,46704957;42,22047003;?;f;good
2058;b;29,67;1.415;u;g;w;h;0.75;t;t;t;f;g;240.0;100;?;112,2530577;6,604351225;240000.0;f;good
2059;a;15,83;0.585;u;g;c;h;1.5;t;t;2;f;g;100.0;f;?;57,05587082;3,137468987;100000.0;?;good
2060;a;47,25;0.75;u;g;q;h;2.75;t;t;t;f;g;333.0;892;?;176,9914678;5,452863111;333000.0;f;good
2061;a;41;2.04;y;p;q;h;0.125;t;t;23;t;g;455.0;1236;?;154,6063653;10,40764622;455000.0;f;good
2062;a;18,92;9.25;y;p;c;v;t;t;t;4;t;g;80.0;500;?;76,61905108;51,15643889;80000.0;f;good
2063;b;43,25;3.0;u;g;q;h;6.0;t;t;11;f;g;80.0;f;?;166,3770294;17,38405174;80000.0;f;good
2064;b;34,92;5.0;u;g;x;h;7.5;t;t;6;t;g;f;1000;?;135,9702209;28,97829283;f;?;good
2065;b;52,5;6.5;u;g;k;v;6.29;t;t;15;f;g;f;11202;?;200,8414027;37,49257501;f;?;good
2066;b;48,25;25.085;u;g;w;v;1.75;t;t;3;f;g;120.0;14;?;178,4932374;141,3182182;120000.0;?;good
2067;b;48,58;6.5;u;g;q;h;6.0;t;f;f;t;g;350.0;f;?;183,2290102;37,08885932;350000.0;f;good
2068;b;21,33;10.5;u;g;c;v;3.0;t;f;f;t;g;f;f;?;82,08646602;59,23722356;f;f;good
2069;b;32,08;4.0;u;g;m;v;2.5;t;f;f;t;g;360.0;f;?;119,9839017;23,94181777;360000.0;?;good
2070;b;20,42;1.835;u;g;c;v;2.25;t;t;t;f;g;100.0;150;?;74,26174717;10,67288103;100000.0;f;good
2071;b;23,92;0.665;u;g;c;v;0.165;c;f;f;f;g;100.0;f;?;88,60060383;2,947588353;100000.0;?;good
2072;b;60,08;14.5;u;g;ff;ff;18.0;t;t;15;t;g;f;1000;?;229,6233013;79,85251743;f;?;good
2073;b;27,25;1.665;u;g;cc;h;5.085;t;t;9;f;g;399.0;827;?;103,1275726;10,84876038;399000.0;f;good
2074;b;23,17;11.125;u;g;x;h;0.46;t;t;t;f;g;100.0;f;?;87,33925329;63,28615025;100000.0;f;good
2075;b;32,83;2.5;u;g;cc;h;2.75;t;t;6;f;g;160.0;2072;?;123,8594658;13,02908846;160000.0;?;good
2076;b;23,25;t;u;g;c;v;0.835;t;f;f;f;s;300.0;f;?;85,35035924;6,484371526;300000.0;f;good
2077;b;37,5;1.125;y;p;d;v;1.5;a;f;f;t;g;431.0;f;?;142,7128289;5,502009139;431000.0;f;good
2078;b;48,25;25.085;u;g;w;v;1.75;t;t;3;f;g;120.0;14;?;178,4932374;141,3182182;120000.0;f;good
2079;b;49,5;7.585;u;g;i;bb;7.585;t;t;15;t;g;f;5000;?;188,3903439;42,72521311;f;f;good
2080;b;40,58;5.0;u;g;c;v;5.0;t;t;7;f;g;f;3065;?;155,2037987;27,79798122;f;f;good
2081;b;37,42;2.04;u;g;w;v;0.04;t;f;f;t;g;400.0;5800;?;140,3831211;11,61509684;400000.0;f;good
2082;b;35,17;4.5;u;g;x;h;5.75;a;f;f;t;s;711.0;f;?;132,6939936;24,83805932;711000.0;f;good
2083;b;39,5;4.25;u;g;c;bb;6.5;t;t;16;f;g;117.0;1210;?;149,6296172;24,50559062;117000.0;?;good
2084;b;23,33;11.625;y;p;w;v;0.835;t;f;f;t;g;160.0;300;?;89,25088716;63,77832786;160000.0;?;good
2085;b;32,67;5.5;u;g;q;h;5.5;t;t;12;t;g;408.0;1000;?;125,4369745;30,43434566;408000.0;?;good
2086;b;48,17;7.625;u;g;w;h;15.5;t;t;12;f;g;f;790;?;179,9460929;43,14893989;f;f;good
2087;a;45,83;10.5;u;g;q;v;5.0;t;t;7;t;g;f;f;?;174,9330559;58,6517198;f;f;good
2088;a;47;13.0;u;g;i;bb;5.165;t;t;9;t;g;f;f;?;181,3739356;73,90447734;f;f;good
2089;a;20,75;10.25;u;g;q;v;0.71;t;t;2;t;g;49.0;f;?;76,95618101;59,07503193;49000.0;f;good
2090;b;54,42;0.5;y;p;k;h;3.96;t;f;f;f;g;180.0;314;?;207,1789377;2,335946015;180000.0;f;good
2091;a;47,42;3.0;u;g;x;v;13.875;t;t;2;t;g;519.0;1704;?;177,2729492;18,64143363;519000.0;f;good
2092;b;33,5;1.75;u;g;x;h;4.5;t;t;4;t;g;253.0;857;?;126,9109492;8,580366165;253000.0;f;good
2093;b;19,67;0.375;u;g;q;v;2.0;t;t;2;t;g;80.0;f;?;76,48492584;1,719608333;80000.0;f;good
2094;a;47,42;8.0;u;g;e;bb;6.5;t;t;6;f;g;375.0;51100;?;178,7114397;43,78251383;375000.0;f;good
2095;a;47,75;8.0;u;g;c;v;7.875;t;t;6;t;g;f;1260;?;178,2823834;45,69310034;f;?;good
2096;b;39,92;0.54;y;p;aa;v;0.5;t;t;3;f;g;200.0;1000;?;149,0229347;3,166100946;200000.0;?;good
2097;b;43;0.29;y;p;cc;h;1.75;t;t;8;f;g;100.0;375;?;163,0735902;1,978388156;100000.0;?;good
2098;b;57,83;7.04;u;g;m;v;14.0;t;t;6;t;g;360.0;1332;?;220,8489213;40,07103339;360000.0;f;good
2099;b;20,17;8.17;u;g;aa;v;1.96;t;t;14;f;g;60.0;158;?;78,86795447;45,29747193;60000.0;?;good
2100;b;48,17;3.5;u;g;aa;v;3.5;t;f;f;f;s;230.0;f;?;179,372996;22,69180346;230000.0;f;good
2101;b;23,17;11.125;u;g;x;h;0.46;t;t;t;f;g;100.0;f;?;87,33925329;63,28615025;100000.0;?;good
2102;a;37,75;5.5;u;g;q;v;0.125;t;f;f;t;g;228.0;f;?;143,1182235;31,32281807;228000.0;?;good
2103;b;35,17;2.5;u;g;k;v;4.5;t;t;7;f;g;150.0;1270;?;131,0130388;14,27416308;150000.0;f;good
2104;b;41,17;4.04;u;g;cc;h;7.0;t;t;8;f;g;320.0;f;?;153,7676556;22,08807222;320000.0;f;good
2105;b;18,5;2.0;u;g;i;v;1.5;t;t;2;f;g;120.0;300;?;70,87873973;12,05192681;120000.0;f;good
2106;a;44,17;6.665;u;g;q;v;7.375;t;t;3;t;g;f;f;?;165,5335634;38,64918902;f;f;good
2107;a;31,25;3.75;u;g;cc;h;0.625;t;t;9;t;g;181.0;f;?;114,7817501;19,81596346;181000.0;?;good
2108;b;37,58;f;?;?;?;?;f;c;f;f;f;p;?;f;?;143,7198497;0,453010332;?;f;good
2109;b;34,25;3.0;u;g;cc;h;7.415;t;f;f;t;g;f;f;?;129,0754031;15,75715289;f;f;good
2110;b;22,33;11.0;u;g;w;v;2.0;t;t;t;f;g;80.0;278;?;83,02973229;61,92615625;80000.0;f;good
2111;b;39,92;0.54;y;p;aa;v;0.5;t;t;3;f;g;200.0;1000;?;149,0229347;3,166100946;200000.0;f;good
2112;b;56;12.5;u;g;k;h;8.0;t;f;f;t;g;24.0;2028;?;209,0427104;70,05543362;24000.0;f;good
2113;b;40,58;5.0;u;g;c;v;5.0;t;t;7;f;g;f;3065;?;155,2037987;27,79798122;f;f;good
2114;a;35,42;12.0;u;g;q;h;14.0;t;t;8;f;g;f;6590;?;133,5434045;68,07000376;f;f;good
2115;b;23,17;11.125;u;g;x;h;0.46;t;t;t;f;g;100.0;f;?;87,33925329;63,28615025;100000.0;?;good
2116;b;43,25;3.0;u;g;q;h;6.0;t;t;11;f;g;80.0;f;?;166,3770294;17,38405174;80000.0;f;good
2117;a;18,08;0.375;l;gg;cc;ff;10.0;a;f;f;t;s;300.0;f;?;70,38501832;2,79666452;300000.0;?;good
2118;b;28,67;9.335;u;g;q;h;5.665;t;t;6;f;g;381.0;168;?;108,9258591;52,51724107;381000.0;f;good
2119;b;30,83;f;u;g;w;v;1.25;t;t;t;f;g;202.0;f;?;116,9425698;0,578708558;202000.0;?;good
2120;b;21,33;7.5;u;g;aa;v;1.415;t;t;t;f;g;80.0;9800;?;75,90050416;42,6489678;80000.0;f;good
2121;b;48,58;6.5;u;g;q;h;6.0;t;f;f;t;g;350.0;f;?;183,2290102;37,08885932;350000.0;f;good
2122;a;33,08;4.625;u;g;q;h;1.625;t;t;2;f;g;f;f;?;126,5349078;24,22093921;f;?;good
2123;b;36,25;5.0;u;g;c;bb;2.5;t;t;6;f;g;f;367;?;140,591985;28,04358278;f;f;good
2124;b;36,25;5.0;u;g;c;bb;2.5;t;t;6;f;g;f;367;?;140,591985;28,04358278;f;f;good
2125;a;30,5;6.5;u;g;c;bb;4.0;t;t;7;t;g;f;3065;?;115,5878875;37,35598082;f;f;good
2126;b;55,92;11.5;u;g;ff;ff;5.0;t;t;5;f;g;f;8851;?;211,603228;64,22885615;f;f;good
2127;a;36,75;5.125;u;g;e;v;5.0;t;f;f;t;g;f;4000;?;138,9473138;29,03614805;f;f;good
2128;b;35,17;4.5;u;g;x;h;5.75;a;f;f;t;s;711.0;f;?;132,6939936;24,83805932;711000.0;f;good
2129;a;18,83;9.54;u;g;aa;v;0.085;t;f;f;f;g;100.0;f;?;73,43702356;53,26096595;100000.0;?;good
2130;b;20,5;10.0;y;p;c;v;2.5;t;f;f;f;s;40.0;f;?;74,8348838;56,75879903;40000.0;f;good
2131;b;28,92;15.0;u;g;c;h;5.335;t;t;11;f;g;f;2283;?;111,131298;83,40092014;f;f;good
2132;b;33,17;3.04;y;p;c;h;2.04;t;t;t;t;g;180.0;18027;?;125,683026;17,99656465;180000.0;f;good
2133;b;41,75;0.96;u;g;x;v;2.5;t;f;f;f;g;510.0;600;?;158,1571829;5,843791547;510000.0;?;good
2134;b;28,25;5.04;y;p;c;bb;1.5;t;t;8;t;g;144.0;7;?;109,5354315;27,88597604;144000.0;f;good
2135;b;34,17;1.54;u;g;cc;v;1.54;t;t;t;t;g;520.0;50000;?;129,6775797;7,95242916;520000.0;?;good
2136;b;21,33;10.5;u;g;c;v;3.0;t;f;f;t;g;f;f;?;82,08646602;59,23722356;f;f;good
2137;b;26;t;u;g;q;v;1.75;t;f;f;t;g;280.0;f;?;101,5596464;4,997697433;280000.0;f;good
2138;b;43,25;3.0;u;g;q;h;6.0;t;t;11;f;g;80.0;f;?;166,3770294;17,38405174;80000.0;f;good
2139;b;55,92;11.5;u;g;ff;ff;5.0;t;t;5;f;g;f;8851;?;211,603228;64,22885615;f;?;good
2140;b;59,67;1.54;u;g;q;v;0.125;t;f;f;t;g;260.0;f;?;227,6280935;8,226413429;260000.0;f;good
2141;a;33,67;0.375;u;g;cc;v;0.375;c;f;f;f;g;300.0;44;?;128,2030922;2,970301096;300000.0;f;good
2142;a;25,75;0.5;u;g;c;h;0.875;t;f;f;t;g;491.0;f;?;95,94337526;3,440996572;491000.0;f;good
2143;a;52,83;15.0;u;g;c;v;5.5;t;t;14;f;g;f;2200;?;198,1865226;84,52708164;f;f;good
2144;b;48,58;0.205;y;p;k;v;0.25;t;t;11;f;g;380.0;2732;?;183,2400637;1,631108008;380000.0;?;good
2145;a;71,58;f;?;?;?;?;f;a;f;f;f;p;?;f;?;273,1107166;0,713278953;?;f;good
2146;b;21,83;11.0;u;g;x;v;0.29;t;t;6;f;g;121.0;f;?;80,84497013;61,46330218;121000.0;?;good
2147;b;20,5;10.0;y;p;c;v;2.5;t;f;f;f;s;40.0;f;?;74,8348838;56,75879903;40000.0;f;good
2148;b;44,33;0.5;u;g;i;h;5.0;t;f;f;t;g;320.0;f;?;166,9581163;3,443010986;320000.0;?;good
2149;b;35,17;4.5;u;g;x;h;5.75;a;f;f;t;s;711.0;f;?;132,6939936;24,83805932;711000.0;f;good
2150;b;33,17;3.165;y;p;x;v;3.165;t;t;3;t;g;380.0;f;?;127,5914427;16,58130582;380000.0;f;good
2151;b;41,17;4.04;u;g;cc;h;7.0;t;t;8;f;g;320.0;f;?;153,7676556;22,08807222;320000.0;?;good
2152;a;25,75;0.5;u;g;c;h;0.875;t;f;f;t;g;491.0;f;?;95,94337526;3,440996572;491000.0;f;good
2153;b;27,67;2.0;u;g;x;h;t;t;t;4;f;g;140.0;7544;?;103,5707906;11,71237778;140000.0;f;good
2154;b;22,08;11.0;u;g;cc;v;0.665;t;f;f;f;g;100.0;f;?;81,86459837;64,00761209;100000.0;f;good
2155;a;58,42;21.0;u;g;i;bb;10.0;t;t;13;f;g;f;6700;?;219,8801444;117,0437714;f;?;good
2156;b;27,83;1.5;u;g;w;v;2.0;t;t;11;t;g;434.0;35;?;101,1736509;9,375961618;434000.0;f;good
2157;b;53,92;9.625;u;g;e;v;8.665;t;t;5;f;g;f;f;?;204,4396463;52,6641007;f;f;good
2158;b;26,67;4.25;u;g;cc;v;4.29;t;t;t;t;g;120.0;f;?;100,8420148;22,57894874;120000.0;?;good
2159;a;58,67;4.46;u;g;q;h;3.04;t;t;6;f;g;43.0;560;?;225,6062531;25,40964536;43000.0;f;good
2160;a;58,67;4.46;u;g;q;h;3.04;t;t;6;f;g;43.0;560;?;225,6062531;25,40964536;43000.0;f;good
2161;b;41,17;4.04;u;g;cc;h;7.0;t;t;8;f;g;320.0;f;?;153,7676556;22,08807222;320000.0;?;good
2162;a;47,42;3.0;u;g;x;v;13.875;t;t;2;t;g;519.0;1704;?;177,2729492;18,64143363;519000.0;f;good
2163;a;25,08;2.54;y;p;aa;v;0.25;t;f;f;t;g;370.0;f;?;93,39237156;13,42583142;370000.0;f;good
2164;b;38,17;10.125;u;g;x;v;2.5;t;t;6;f;g;520.0;196;?;143,8557312;56,83316539;520000.0;f;good
2165;b;18,08;5.5;u;g;k;v;0.5;t;f;f;f;g;80.0;f;?;67,19429416;31,70129184;80000.0;f;good
2166;b;43,25;3.0;u;g;q;h;6.0;t;t;11;f;g;80.0;f;?;166,3770294;17,38405174;80000.0;f;good
2167;b;39,92;0.54;y;p;aa;v;0.5;t;t;3;f;g;200.0;1000;?;149,0229347;3,166100946;200000.0;?;good
2168;b;25;11.25;u;g;c;v;2.5;t;t;17;f;g;200.0;1208;?;92,70966968;62,17276776;200000.0;f;good
2169;b;28,33;5.0;u;g;w;v;11.0;t;f;f;t;g;70.0;f;?;106,9673613;25,92760238;70000.0;?;good
2170;b;29,92;1.835;u;g;c;h;4.335;t;f;f;f;g;260.0;200;?;111,1893577;9,230494089;260000.0;f;good
2171;b;19,33;9.5;u;g;q;v;t;t;f;f;t;g;60.0;400;?;71,16385163;53,43242762;60000.0;?;good
2172;a;22,42;5.665;u;g;q;v;2.585;t;t;7;f;g;129.0;3257;?;85,33086557;31,81332213;129000.0;?;good
2173;b;34,42;4.25;u;g;i;bb;3.25;t;t;2;f;g;274.0;610;?;130,2561297;21,71180195;274000.0;f;good
2174;a;32,33;0.54;u;g;cc;v;0.04;t;f;f;f;g;440.0;11177;?;123,5409482;4,276533344;440000.0;f;good
2175;b;24,33;6.625;y;p;d;v;5.5;t;f;f;t;s;100.0;f;?;94,6690574;36,88394379;100000.0;?;good
2176;a;26,92;13.5;u;g;q;h;5.0;t;t;2;f;g;f;5000;?;103,3365486;77,42511685;f;f;good
2177;b;27,75;0.585;y;p;cc;v;0.25;t;t;2;f;g;260.0;500;?;102,4198032;1,014527645;260000.0;?;good
2178;b;22,75;11.0;u;g;q;v;2.5;t;t;7;t;g;100.0;809;?;86,89163231;62,03126885;100000.0;?;good
